manufacturer,model,serial number,manufactured_date,device_type
Edan Instruments,SE1200EXPRESS,460016-M246096330015,2024-06-01,ECG Machine
ZOLL Medical,RSERIES,AF24F178630,2024-06-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24F178395,2024-06-01,Defibrillator Monitor
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406189EN,2024-06-18,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406183EN,2024-06-18,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406187EN,2024-06-18,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406188EN,2024-06-18,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406190EN,2024-06-19,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406209EN,2024-06-20,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406237EN,2024-06-23,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406249EN,2024-06-24,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406252EN,2024-06-25,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406267EN,2024-06-26,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406266EN,2024-06-26,Infusion Pump
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU20240630EN,2024-06-28,Infusion Pump
Edan Instruments,IM3,262654-M24705640065,2024-07-01,Patient Monitor
Edan Instruments,SE1200EXPRESS,460016-K24700210010,2024-07-01,ECG Machine
ZOLL Medical,RSERIES,AF24G179402,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179173,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G178993,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179155,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179510,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179180,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179153,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179186,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179403,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24G179158,2024-07-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF24H179829,2024-08-01,Defibrillator Monitor
Edan Instruments,IM3,262654-M24903790011,2024-09-01,Patient Monitor
Edan Instruments,IM3,262654-M24903790001,2024-09-01,Patient Monitor
ZOLL Medical,RSERIES,AF24I180367,2024-09-01,Defibrillator Monitor
Edan Instruments,SE1200EXPRESS,M24A2930014,2024-10-01,ECG Machine
Edan Instruments,SE1200EXPRESS,M24A02930002,2024-10-01,ECG Machine
Edan Instruments,SE1200EXPRESS,M24A02930001,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750012,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750016,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750002,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750003,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750001,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750018,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750019,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750011,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750010,2024-10-01,ECG Machine
Edan Instruments,iT20,M24A15750009,2024-10-01,ECG Machine
LAB CORP.,642E,241013LB348,2024-10-13,Laboratory Analyzer
LAB CORP.,642E,241013LB328,2024-10-13,Laboratory Analyzer
ZOLL Medical,X Series,AR25C090387,2025-03-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF25G186555,2025-07-01,Defibrillator Monitor
ZOLL Medical,AEDPLUS,X25I944351,2025-09-01,Automated External Defibrillator
ZOLL Medical,AEDPLUS,X25I944935,2025-09-01,Automated External Defibrillator
ZOLL Medical,RSERIES,AF25J188748,2025-10-01,Defibrillator Monitor
ZOLL Medical,RSERIES,AF25L189983,2025-12-01,Defibrillator Monitor
